Order_No,Order_Date,Retailer_Country,Retailer_Type,Order_Mode,Product_Category,Product_Type,Product,Revenue,Quantity,Gross margin
10210 -2012,9/6/2012,Canada,Equipment Rental Store,Web,Mountaineering Equipment,Rope,Husky Rope 60,9287.2,52,0.29165733
10211 -2012,7/18/2012,Canada,Equipment Rental Store,Web,Mountaineering Equipment,Rope,Husky Rope 100,24439.5,75,0.30126435
10212 -2012,12/20/2012,Canada,Equipment Rental Store,Web,Mountaineering Equipment,Rope,Husky Rope 200,24862.08,46,0.31477575
10213 -2012,9/6/2012,Canada,Equipment Rental Store,Web,Mountaineering Equipment,Safety,Granite Climbing Helmet,19546.36,281,0.24468085
10214 -2012,8/7/2012,Canada,Equipment Rental Store,Web,Personal Accessories,Binoculars,Seeker Mini,6756.12,84,0.50267313
10215 -2012,6/26/2012,Canada,Equipment Rental Store,Web,Outdoor Protection,Insect Repellents,BugShield Natural,11458.5,1959,0.6820055
10216 -2012,5/22/2012,Canada,Equipment Rental Store,Web,Outdoor Protection,Sunscreen,Sun Shelter 30,9685.25,2039,0.61052632
10217 -2012,7/17/2012,Canada,Outdoors Shop,Web,Camping Equipment,Cooking Gear,TrailChef Water Bag,22353.05,5659,0.46582278
10218 -2012,1/24/2012,Canada,Outdoors Shop,Web,Camping Equipment,Cooking Gear,TrailChef Cup,3546.92,988,0.7632312
10219 -2012,2/12/2012,Canada,Outdoors Shop,Web,Camping Equipment,Cooking Gear,TrailChef Deluxe Cook Set,40240.2,330,0.34754797
10220 -2012,9/17/2012,Canada,Outdoors Shop,Web,Camping Equipment,Cooking Gear,TrailChef Single Flame,60249.6,960,0.26099426
10221 -2012,5/5/2012,Canada,Outdoors Shop,Web,Camping Equipment,Cooking Gear,TrailChef Double Flame,70474.04,494,0.4742745
10222 -2012,6/19/2012,Canada,Outdoors Shop,Web,Camping Equipment,Cooking Gear,TrailChef Utensils,3798.9,201,0.47089947
10223 -2012,12/13/2012,Canada,Outdoors Shop,Web,Camping Equipment,Sleeping Bags,Hibernator Lite,116011.6,1370,0.29145017
10224 -2012,9/19/2012,Canada,Outdoors Shop,Web,Camping Equipment,Sleeping Bags,Hibernator,44442.44,322,0.3769019
10225 -2012,2/20/2012,Canada,Outdoors Shop,Web,Camping Equipment,Sleeping Bags,Hibernator Extreme,56824.44,228,0.39814629
10226 -2012,5/10/2012,Canada,Outdoors Shop,Web,Camping Equipment,Sleeping Bags,Hibernator Self - Inflating Mat,68547.99,573,0.5440107
10227 -2012,3/10/2012,Canada,Outdoors Shop,Web,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,27007.75,275,0.33560737
10228 -2012,11/2/2012,Canada,Outdoors Shop,Web,Camping Equipment,Packs,Canyon Mule Climber Backpack,4995.9,65,0.31693989
10229 -2012,6/3/2012,Canada,Outdoors Shop,Web,Camping Equipment,Packs,Canyon Mule Journey Backpack,68676.17,197,0.38805542
10230 -2012,7/13/2012,Canada,Outdoors Shop,Web,Camping Equipment,Packs,Canyon Mule Extreme Backpack,79218.87,183,0.4481739
10231 -2012,6/11/2012,Canada,Outdoors Shop,Web,Camping Equipment,Packs,Canyon Mule Cooler,18375.12,564,0.50890117
10232 -2012,6/22/2012,Canada,Outdoors Shop,Web,Camping Equipment,Lanterns,Firefly Lite,17899.39,1237,0.53351762
10233 -2012,1/4/2012,Canada,Outdoors Shop,Web,Camping Equipment,Lanterns,Firefly 4,6202.75,215,0.37608319
10234 -2012,4/26/2012,Canada,Outdoors Shop,Web,Camping Equipment,Lanterns,Firefly Extreme,12027.4,242,0.43420523
10235 -2012,2/25/2012,Canada,Outdoors Shop,Web,Camping Equipment,Lanterns,EverGlow Single,39672.2,1172,0.46706056
10236 -2012,7/19/2012,Canada,Outdoors Shop,Web,Camping Equipment,Lanterns,EverGlow Double,1668.8,32,0.44870566
10237 -2012,11/6/2012,Canada,Outdoors Shop,Web,Camping Equipment,Lanterns,EverGlow Kerosene,6957,225,0.35316947
10238 -2012,11/21/2012,Canada,Outdoors Shop,Web,Camping Equipment,Lanterns,EverGlow Lamp,16107.06,597,0.33395107
10239 -2012,4/19/2012,Canada,Outdoors Shop,Web,Camping Equipment,Lanterns,Flicker Lantern,4152.88,122,0.54112808
10240 -2012,9/11/2012,Canada,Outdoors Shop,Web,Mountaineering Equipment,Rope,Husky Rope 50,41059.2,273,0.32905585
10241 -2012,11/18/2012,Canada,Outdoors Shop,Web,Mountaineering Equipment,Rope,Husky Rope 60,27683,155,0.29165733
10242 -2012,12/12/2012,Canada,Outdoors Shop,Web,Mountaineering Equipment,Rope,Husky Rope 100,78532.26,241,0.30126435
10243 -2012,1/21/2012,Canada,Outdoors Shop,Web,Mountaineering Equipment,Rope,Husky Rope 200,76207.68,141,0.31477575
10244 -2012,4/22/2012,Canada,Outdoors Shop,Web,Mountaineering Equipment,Safety,Granite Climbing Helmet,72342.4,1040,0.24468085
10245 -2012,8/10/2012,Canada,Outdoors Shop,Web,Mountaineering Equipment,Safety,Husky Harness,48085.7,787,0.28363339
10246 -2012,7/21/2012,Canada,Outdoors Shop,Web,Mountaineering Equipment,Safety,Husky Harness Extreme,133696.2,1293,0.47843327
10247 -2012,9/22/2012,Canada,Outdoors Shop,Web,Mountaineering Equipment,Safety,Granite Signal Mirror,14982,454,0.52393939
10248 -2012,6/4/2012,Canada,Outdoors Shop,Web,Mountaineering Equipment,Climbing Accessories,Granite Carabiner,48838.04,12936,0.48084403
10249 -2012,7/4/2012,Canada,Outdoors Shop,Web,Mountaineering Equipment,Climbing Accessories,Granite Belay,64155,975,0.47613982
10250 -2012,2/18/2012,Canada,Outdoors Shop,Web,Mountaineering Equipment,Climbing Accessories,Granite Pulley,55879.76,1516,0.50217037
10251 -2012,12/19/2012,Canada,Outdoors Shop,Web,Mountaineering Equipment,Climbing Accessories,Firefly Climbing Lamp,23467.95,605,0.42768755
10252 -2012,4/26/2012,Canada,Outdoors Shop,Web,Mountaineering Equipment,Climbing Accessories,Firefly Charger,46311.4,901,0.56498054
10253 -2012,3/29/2012,Canada,Outdoors Shop,Web,Mountaineering Equipment,Climbing Accessories,Firefly Rechargeable Battery,30660.48,3921,0.59716384
10254 -2012,10/15/2012,Canada,Outdoors Shop,Web,Mountaineering Equipment,Climbing Accessories,Granite Chalk Bag,11271.96,639,0.51643991
10255 -2012,2/28/2012,Canada,Outdoors Shop,Web,Mountaineering Equipment,Tools,Granite Ice,84900.8,1129,0.48178191
10256 -2012,8/19/2012,Canada,Outdoors Shop,Web,Mountaineering Equipment,Tools,Granite Hammer,58414.86,777,0.2434158
10257 -2012,10/8/2012,Canada,Outdoors Shop,Web,Mountaineering Equipment,Tools,Granite Shovel,32702.78,562,0.33699948
10258 -2012,4/13/2012,Canada,Outdoors Shop,Web,Mountaineering Equipment,Tools,Granite Grip,32673.2,1667,0.49540816
10259 -2012,8/22/2012,Canada,Outdoors Shop,Web,Mountaineering Equipment,Tools,Granite Axe,108096,2815,0.49166667
10260 -2012,12/16/2012,Canada,Outdoors Shop,Web,Mountaineering Equipment,Tools,Granite Extreme,144158.4,1917,0.38138298
10261 -2012,1/25/2012,Canada,Outdoors Shop,Web,Personal Accessories,Knives,Double Edge,7747.25,475,0.29920294
10262 -2012,5/25/2012,Canada,Outdoors Shop,Web,Personal Accessories,Knives,Edge Extreme,39828.54,354,0.28895209
10263 -2012,4/12/2012,Canada,Outdoors Shop,Web,Personal Accessories,Knives,Bear Survival Edge,13589.73,156,0.48343345
10264 -2012,9/16/2012,Canada,Outdoors Shop,Web,Personal Accessories,Knives,Max Gizmo,5959.2,156,0.53963787
10265 -2012,9/18/2012,Canada,Outdoors Shop,Web,Personal Accessories,Knives,Pocket Gizmo,26400.8,2164,0.60971031
10266 -2012,7/19/2012,Canada,Outdoors Shop,Web,Personal Accessories,Binoculars,Ranger Vision,2560,16,0.36
10267 -2012,9/14/2012,Canada,Outdoors Shop,Web,Personal Accessories,Navigation,Glacier GPS,24798.98,226,0.28415201
10268 -2012,9/19/2012,Canada,Outdoors Shop,Web,Personal Accessories,Navigation,Glacier GPS Extreme,25351.5,75,0.4779303
10269 -2012,2/8/2012,Canada,Outdoors Shop,Web,Personal Accessories,Navigation,Trail Master,19710,54,0.34867986
10270 -2012,8/12/2012,Canada,Outdoors Shop,Web,Personal Accessories,Navigation,Trail Scout,21658,91,0.35497091
10271 -2012,7/9/2012,Canada,Outdoors Shop,Web,Personal Accessories,Navigation,Trail Star,10318,67,0.42402597
10272 -2012,6/11/2012,Canada,Outdoors Shop,Web,Outdoor Protection,Insect Repellents,BugShield Extreme,31314.85,4709,0.63609023
10273 -2012,9/15/2012,Canada,Outdoors Shop,Web,Outdoor Protection,Sunscreen,Sun Shelter Stick,4037.6,824,0.6
10274 -2012,8/16/2012,Canada,Outdoors Shop,Web,Outdoor Protection,First Aid,Compact Relief Kit,9940.6,439,0.60253908
10275 -2012,4/28/2012,Canada,Outdoors Shop,Web,Outdoor Protection,First Aid,Aloe Relief,936.17,179,0.63288719
10276 -2012,5/9/2012,Canada,Eyewear Store,Web,Personal Accessories,Knives,Pocket Gizmo,1000.4,82,0.59836066
10277 -2012,2/17/2012,Canada,Eyewear Store,Web,Personal Accessories,Binoculars,Seeker 35,36124.05,365,0.28069112
10278 -2012,11/21/2012,Canada,Eyewear Store,Web,Personal Accessories,Binoculars,Seeker Extreme,18888.1,110,0.45186652
10279 -2012,4/12/2012,Canada,Eyewear Store,Web,Personal Accessories,Navigation,Glacier GPS Extreme,25013.48,74,0.4779303
10280 -2012,6/8/2012,Canada,Sports Store,Web,Camping Equipment,Cooking Gear,TrailChef Water Bag,60063.37,12500,0.4977115
10281 -2012,9/27/2012,Canada,Sports Store,Web,Camping Equipment,Cooking Gear,TrailChef Canteen,30629.68,2810,0.467301
10282 -2012,7/3/2012,Canada,Sports Store,Web,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,26790.36,1412,0.26804268
10283 -2012,11/9/2012,Canada,Sports Store,Web,Camping Equipment,Cooking Gear,TrailChef Cook Set,51148.8,960,0.34365616
10284 -2012,1/20/2012,Canada,Sports Store,Web,Camping Equipment,Cooking Gear,TrailChef Single Flame,30752.4,490,0.26099426
10285 -2012,6/20/2012,Canada,Sports Store,Web,Camping Equipment,Cooking Gear,TrailChef Double Flame,41371.4,290,0.4742745
10286 -2012,9/29/2012,Canada,Sports Store,Web,Camping Equipment,Cooking Gear,TrailChef Kettle,17321.85,1365,0.59732072
10287 -2012,10/9/2012,Canada,Sports Store,Web,Camping Equipment,Cooking Gear,TrailChef Utensils,3591,190,0.47089947
10288 -2012,12/14/2012,Canada,Sports Store,Web,Camping Equipment,Sleeping Bags,Hibernator,90541.12,656,0.3769019
10289 -2012,1/16/2012,Canada,Sports Store,Web,Camping Equipment,Sleeping Bags,Hibernator Extreme,53085.99,213,0.39814629
10290 -2012,6/12/2012,Canada,Sports Store,Web,Camping Equipment,Sleeping Bags,Hibernator Self - Inflating Mat,57661.66,482,0.5440107
10291 -2012,2/8/2012,Canada,Sports Store,Web,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,27891.64,284,0.33560737
10292 -2012,3/21/2012,Canada,Sports Store,Web,Camping Equipment,Packs,Canyon Mule Climber Backpack,52381.25,725,0.2733564
10293 -2012,2/22/2012,Canada,Sports Store,Web,Camping Equipment,Packs,Canyon Mule Extreme Backpack,86578,200,0.4481739
10294 -2012,1/7/2012,Canada,Sports Store,Web,Camping Equipment,Packs,Canyon Mule Cooler,37271.52,1144,0.50890117
10295 -2012,7/8/2012,Canada,Sports Store,Web,Camping Equipment,Packs,Canyon Mule Carryall,43803.06,634,0.40396584
10296 -2012,7/15/2012,Canada,Sports Store,Web,Camping Equipment,Lanterns,Firefly 4,16498.4,620,0.38073995
10297 -2012,1/5/2012,Canada,Sports Store,Web,Camping Equipment,Lanterns,Firefly Extreme,12474.7,251,0.43420523
10298 -2012,2/29/2012,Canada,Sports Store,Web,Camping Equipment,Lanterns,EverGlow Kerosene,26436.6,855,0.35316947
10299 -2012,5/3/2012,Canada,Sports Store,Web,Camping Equipment,Lanterns,EverGlow Butane,5029.93,79,0.36186587
10300 -2012,8/12/2012,Canada,Sports Store,Web,Camping Equipment,Lanterns,Flicker Lantern,11214.47,328,0.54314738
10301 -2012,7/21/2012,Canada,Sports Store,Web,Personal Accessories,Knives,Single Edge,102505.35,8535,0.28726062
10302 -2012,5/7/2012,Canada,Sports Store,Web,Personal Accessories,Knives,Double Edge,13080.62,802,0.29920294
10303 -2012,11/16/2012,Canada,Sports Store,Web,Personal Accessories,Knives,Edge Extreme,41066.15,365,0.28895209
10304 -2012,2/17/2012,Canada,Sports Store,Web,Personal Accessories,Knives,Bear Edge,32226,820,0.40127226
10305 -2012,2/3/2012,Canada,Sports Store,Web,Personal Accessories,Knives,Bear Survival Edge,13193.6,151,0.48497756
10306 -2012,8/5/2012,Canada,Sports Store,Web,Personal Accessories,Knives,Max Gizmo,5921,155,0.53881101
10307 -2012,10/15/2012,Canada,Sports Store,Web,Personal Accessories,Knives,Pocket Gizmo,51715.8,4239,0.60459705
10308 -2012,12/26/2012,Canada,Sports Store,Web,Personal Accessories,Binoculars,Seeker 35,17814.6,180,0.28069112
10309 -2012,10/16/2012,Canada,Sports Store,Web,Personal Accessories,Binoculars,Seeker 50,10967.22,87,0.26558782
10310 -2012,8/25/2012,Canada,Sports Store,Web,Personal Accessories,Binoculars,Seeker Extreme,30049.25,175,0.45186652
10311 -2012,9/29/2012,Canada,Sports Store,Web,Personal Accessories,Binoculars,Seeker Mini,24209.43,301,0.50267313
10312 -2012,8/17/2012,Canada,Sports Store,Web,Personal Accessories,Binoculars,Opera Vision,13750,125,0.544
10313 -2012,11/5/2012,Canada,Sports Store,Web,Personal Accessories,Binoculars,Ranger Vision,12160,76,0.41500658
10314 -2012,8/23/2012,Canada,Sports Store,Web,Personal Accessories,Navigation,Glacier Basic,52751.88,1662,0.36988028
10315 -2012,3/21/2012,Canada,Sports Store,Web,Personal Accessories,Navigation,Glacier Deluxe,7795.9,86,0.37970215
10316 -2012,8/10/2012,Canada,Sports Store,Web,Personal Accessories,Navigation,Glacier GPS,45976.87,419,0.28415201
10317 -2012,4/21/2012,Canada,Sports Store,Web,Personal Accessories,Navigation,Glacier GPS Extreme,25351.5,75,0.4779303
10318 -2012,8/21/2012,Canada,Sports Store,Web,Personal Accessories,Navigation,Trail Master,18250,50,0.34840548
10319 -2012,1/8/2012,Canada,Sports Store,Web,Personal Accessories,Navigation,Trail Scout,20230,85,0.35575482
10320 -2012,1/25/2012,Canada,Sports Store,Web,Outdoor Protection,Insect Repellents,BugShield Spray,3616.46,614,0.6893039
10321 -2012,4/20/2012,Canada,Sports Store,Web,Outdoor Protection,Insect Repellents,BugShield Lotion,9542.26,1391,0.66034985
10322 -2012,1/13/2012,Canada,Sports Store,Web,Outdoor Protection,Insect Repellents,BugShield Extreme,16033.15,2411,0.63609023
10323 -2012,1/15/2012,Canada,Sports Store,Web,Outdoor Protection,Sunscreen,Sun Blocker,8722,1780,0.60204082
10324 -2012,11/20/2012,Canada,Sports Store,Web,Outdoor Protection,Sunscreen,Sun Shelter Stick,8251.6,1684,0.6
10325 -2012,2/26/2012,Canada,Sports Store,Web,Outdoor Protection,Sunscreen,Sun Shelter 30,18904.9,3960,0.61248142
10326 -2012,10/18/2012,Canada,Sports Store,Web,Outdoor Protection,First Aid,Calamine Relief,1248,208,0.52833333
10327 -2012,11/20/2012,Canada,Sports Store,Web,Outdoor Protection,First Aid,Insect Bite Relief,618,103,0.54
10328 -2012,7/14/2012,Canada,Sports Store,Web,Golf Equipment,Irons,Hailstorm Steel Irons,32500.5,75,0.49000785
10329 -2012,2/8/2012,Canada,Sports Store,Web,Golf Equipment,Irons,Hailstorm Titanium Irons,47132.28,54,0.43751289
10330 -2012,6/13/2012,Canada,Sports Store,Web,Golf Equipment,Irons,Lady Hailstorm Titanium Irons,37605.6,45,0.44955007
10331 -2012,3/1/2012,Canada,Sports Store,Web,Golf Equipment,Woods,Hailstorm Titanium Woods Set,142183.58,119,0.42250716
10332 -2012,1/7/2012,Canada,Sports Store,Web,Golf Equipment,Woods,Hailstorm Steel Woods Set,42525.6,65,0.47786745
10333 -2012,5/4/2012,Canada,Sports Store,Web,Golf Equipment,Woods,Lady Hailstorm Titanium Woods Set,89469.8,70,0.48311609
10334 -2012,11/2/2012,Canada,Sports Store,Web,Golf Equipment,Putters,Blue Steel Putter,16602.57,199,0.50617284
10335 -2012,5/21/2012,Canada,Sports Store,Web,Golf Equipment,Putters,Blue Steel Max Putter,55181.75,325,0.45933212
10336 -2012,6/24/2012,Canada,Sports Store,Web,Golf Equipment,Golf Accessories,Course Pro Golf and Tee Set,6253.92,734,0.67137411
10337 -2012,9/27/2012,Canada,Sports Store,Web,Golf Equipment,Golf Accessories,Course Pro Umbrella,7917.91,765,0.42030157
10338 -2012,1/21/2012,Canada,Sports Store,Web,Golf Equipment,Golf Accessories,Course Pro Golf Bag,47938.76,238,0.60431601
10339 -2012,2/11/2012,Canada,Outdoors Shop,Sales visit,Camping Equipment,Cooking Gear,TrailChef Cup,3642.3,1026,0.76056338
10340 -2012,9/11/2012,Canada,Outdoors Shop,Sales visit,Camping Equipment,Sleeping Bags,Hibernator Extreme,55578.29,223,0.39814629
10341 -2012,1/18/2012,Canada,Outdoors Shop,Sales visit,Camping Equipment,Packs,Canyon Mule Extreme Backpack,38960.1,90,0.4481739
10342 -2012,3/3/2012,Canada,Outdoors Shop,Sales visit,Camping Equipment,Lanterns,EverGlow Kerosene,6462.28,209,0.35316947
10343 -2012,4/7/2012,Canada,Outdoors Shop,Sales visit,Mountaineering Equipment,Rope,Husky Rope 60,9108.6,51,0.29165733
10344 -2012,1/24/2012,Canada,Outdoors Shop,Sales visit,Mountaineering Equipment,Rope,Husky Rope 100,23787.78,73,0.30126435
10345 -2012,7/18/2012,Canada,Outdoors Shop,Sales visit,Mountaineering Equipment,Rope,Husky Rope 200,24862.08,46,0.31477575
10346 -2012,7/18/2012,Canada,Outdoors Shop,Sales visit,Mountaineering Equipment,Safety,Granite Climbing Helmet,19059.44,274,0.24468085
10347 -2012,4/3/2012,Canada,Outdoors Shop,Sales visit,Mountaineering Equipment,Safety,Husky Harness,11609,190,0.28363339
10348 -2012,2/4/2012,Canada,Outdoors Shop,Sales visit,Mountaineering Equipment,Safety,Husky Harness Extreme,29572.4,286,0.47843327
10349 -2012,2/18/2012,Canada,Outdoors Shop,Sales visit,Mountaineering Equipment,Safety,Granite Signal Mirror,3234,98,0.52393939
10350 -2012,11/18/2012,Canada,Outdoors Shop,Sales visit,Mountaineering Equipment,Climbing Accessories,Firefly Climbing Lamp,6051.24,156,0.42768755
10351 -2012,10/12/2012,Canada,Outdoors Shop,Sales visit,Mountaineering Equipment,Climbing Accessories,Firefly Charger,11976.2,233,0.56498054
10352 -2012,4/18/2012,Canada,Outdoors Shop,Sales visit,Mountaineering Equipment,Climbing Accessories,Firefly Rechargeable Battery,8109.2,1045,0.59407216
10353 -2012,12/5/2012,Canada,Outdoors Shop,Sales visit,Mountaineering Equipment,Climbing Accessories,Granite Chalk Bag,2769.48,157,0.51643991
10354 -2012,3/7/2012,Canada,Outdoors Shop,Sales visit,Mountaineering Equipment,Tools,Granite Ice,15942.4,212,0.48178191
10355 -2012,7/3/2012,Canada,Outdoors Shop,Sales visit,Personal Accessories,Knives,Edge Extreme,20026.78,178,0.28895209
10356 -2012,8/13/2012,Canada,Outdoors Shop,Sales visit,Personal Accessories,Binoculars,Seeker 50,10462.98,83,0.26558782
10357 -2012,8/24/2012,Canada,Outdoors Shop,Sales visit,Personal Accessories,Binoculars,Seeker Extreme,9272.34,54,0.45186652
10358 -2012,9/26/2012,Canada,Outdoors Shop,Sales visit,Personal Accessories,Navigation,Glacier Deluxe,7977.2,88,0.37970215
10359 -2012,8/20/2012,Canada,Outdoors Shop,Sales visit,Personal Accessories,Navigation,Glacier GPS,23701.68,216,0.28415201
10360 -2012,4/15/2012,Canada,Outdoors Shop,Sales visit,Personal Accessories,Navigation,Glacier GPS Extreme,50026.96,148,0.4779303
10361 -2012,4/8/2012,Canada,Outdoors Shop,Sales visit,Outdoor Protection,Insect Repellents,BugShield Extreme,32797.59,4959,0.63409568
10362 -2012,5/22/2012,Canada,Outdoors Shop,Sales visit,Outdoor Protection,Sunscreen,Sun Shelter Stick,3969,810,0.6
10363 -2012,2/6/2012,Singapore,Outdoors Shop,Fax,Camping Equipment,Cooking Gear,TrailChef Cook Set,49777.12,944,0.33681016
10364 -2012,1/17/2012,Singapore,Outdoors Shop,Fax,Camping Equipment,Sleeping Bags,Hibernator Pillow,6539.4,378,0.52947977
10365 -2012,2/3/2012,Singapore,Outdoors Shop,Fax,Camping Equipment,Packs,Canyon Mule Climber Backpack,30995.25,429,0.2733564
10366 -2012,9/4/2012,Singapore,Outdoors Shop,Fax,Camping Equipment,Lanterns,Firefly Multi-light,6502.5,250,0.31641676
10367 -2012,9/4/2012,Singapore,Outdoors Shop,Fax,Camping Equipment,Lanterns,EverGlow Butane,6558.01,103,0.36186587
10368 -2012,9/1/2012,Singapore,Outdoors Shop,Fax,Mountaineering Equipment,Safety,Granite Signal Mirror,4107.18,127,0.51422387
10369 -2012,8/20/2012,Singapore,Outdoors Shop,Fax,Mountaineering Equipment,Climbing Accessories,Granite Carabiner,14539.92,3867,0.4787234
10370 -2012,7/18/2012,Singapore,Outdoors Shop,Fax,Mountaineering Equipment,Climbing Accessories,Granite Belay,18753,285,0.47613982
10371 -2012,4/5/2012,Singapore,Outdoors Shop,Fax,Mountaineering Equipment,Climbing Accessories,Granite Pulley,15112.6,410,0.50217037
10372 -2012,10/9/2012,Singapore,Outdoors Shop,Fax,Mountaineering Equipment,Tools,Granite Ice,27523.2,366,0.48178191
10373 -2012,6/10/2012,Singapore,Outdoors Shop,Fax,Mountaineering Equipment,Tools,Granite Hammer,18268.74,243,0.2434158
10374 -2012,10/4/2012,Singapore,Outdoors Shop,Fax,Mountaineering Equipment,Tools,Granite Shovel,20599.26,354,0.33699948
10375 -2012,3/8/2012,Singapore,Outdoors Shop,Fax,Mountaineering Equipment,Tools,Granite Grip,19438,997,0.49272919
